Year,Month,Location,Category,Ideal Cost,Actual Cost,Variance
2022,April,Panaji,Milk Products,2.8,2.62,-0.18
2022,April,Panaji,Ready to eat,1.84,1.82,-0.02
2022,April,Panaji,Spices,5.46,5.76,0.3
2022,April,Panaji,Vegetables,2.63,2.78,0.15
2022,April,Khorlim,Bakery,1.06,1.08,0.02
2022,April,Khorlim,Beverages,1.84,1.93,0.09
2022,April,Khorlim,Fruits,1.9,1.82,-0.08
2022,April,Khorlim,Groceries,11.48,11.71,0.23
2022,April,Khorlim,Milk Products,2.76,2.96,0.2
2022,April,Khorlim,Ready to eat,1.81,1.73,-0.08
2022,April,Khorlim,Spices,5.24,5.41,0.17
2022,April,Khorlim,Vegetables,2.78,2.74,-0.04
2022,April,KTC,Bakery,1.11,1.11,0
2022,April,KTC,Beverages,1.75,2,0.25
2022,April,KTC,Fruits,1.93,1.84,-0.09
2022,April,KTC,Groceries,11.81,10.6,-1.21
2022,April,KTC,Milk Products,2.77,2.7,-0.07
2022,April,KTC,Ready to eat,1.8,1.94,0.14
2022,April,KTC,Spices,5.48,5.73,0.25
2022,April,KTC,Vegetables,2.97,2.97,0
2022,April,Margao,Bakery,1.13,1.15,0.02
2022,April,Margao,Beverages,1.82,1.96,0.14
2022,April,Margao,Fruits,1.75,1.89,0.14
2022,April,Margao,Groceries,10.69,10.84,0.15
2022,April,Margao,Milk Products,2.99,2.62,-0.37
2022,April,Margao,Ready to eat,1.81,1.79,-0.02
2022,April,Margao,Spices,5.9,5.83,-0.07
2022,April,Margao,Vegetables,2.7,2.88,0.18
2022,April,Siolim,Bakery,1.08,1.18,0.1
2022,April,Siolim,Beverages,1.85,1.83,-0.02
2022,April,Siolim,Fruits,1.86,1.88,0.02
2022,April,Siolim,Groceries,11.8,10.74,-1.06
2022,April,Siolim,Milk Products,2.69,2.83,0.14
2022,April,Siolim,Ready to eat,1.85,1.82,-0.03
2022,April,Siolim,Spices,5.28,5.81,0.53
2022,April,Siolim,Vegetables,2.93,2.9,-0.03
2022,April,Baga,Bakery,1.14,1.1,-0.04
2022,April,Baga,Beverages,1.98,1.81,-0.17
2022,April,Baga,Fruits,1.98,1.75,-0.23
2022,April,Baga,Groceries,11.02,10.91,-0.11
2022,April,Baga,Milk Products,2.66,2.98,0.32
2022,April,Baga,Ready to eat,1.76,1.74,-0.02
2022,April,Baga,Spices,5.85,5.91,0.06
2022,April,Baga,Vegetables,2.88,2.99,0.11
2022,April,Porvorim,Bakery,1.07,1.1,0.03
2022,April,Porvorim,Beverages,1.96,1.75,-0.21
2022,April,Porvorim,Fruits,1.96,1.82,-0.14
2022,April,Porvorim,Groceries,11.83,11.56,-0.27
2022,April,Porvorim,Milk Products,2.79,2.64,-0.15
2022,April,Porvorim,Ready to eat,1.76,1.77,0.01
2022,April,Porvorim,Spices,5.26,5.7,0.44
2022,April,Porvorim,Vegetables,2.77,2.88,0.11
2022,May,Panaji,Bakery,1.11,1.04,-0.07
2022,May,Panaji,Beverages,1.94,1.88,-0.06
2022,May,Panaji,Fruits,2,1.89,-0.11
2022,May,Panaji,Groceries,11.83,11.57,-0.26
2022,May,Panaji,Milk Products,2.66,2.8,0.14
2022,May,Panaji,Ready to eat,1.97,1.97,0
2022,May,Panaji,Spices,5.87,5.74,-0.13
2022,May,Panaji,Vegetables,2.69,2.64,-0.05
2022,May,Khorlim,Bakery,1.1,1.11,0.01
2022,May,Khorlim,Beverages,1.96,2,0.04
2022,May,Khorlim,Fruits,1.9,1.78,-0.12
2022,May,Khorlim,Groceries,11.43,11.93,0.5
2022,May,Khorlim,Milk Products,2.92,2.67,-0.25
2022,May,Khorlim,Ready to eat,1.73,1.98,0.25
2022,May,Khorlim,Spices,5.67,5.47,-0.2
2022,May,Khorlim,Vegetables,2.64,2.82,0.18
2022,May,KTC,Bakery,1.18,1.07,-0.11
2022,May,KTC,Beverages,1.99,1.85,-0.14
2022,May,KTC,Fruits,1.85,1.74,-0.11
2022,May,KTC,Groceries,11.4,11.71,0.31
2022,May,KTC,Milk Products,2.61,2.93,0.32
2022,May,KTC,Ready to eat,1.8,1.86,0.06
2022,May,KTC,Spices,5.89,5.93,0.04
2022,May,KTC,Vegetables,2.93,2.65,-0.28
2022,May,Margao,Bakery,1.04,1.18,0.14
2022,May,Margao,Beverages,1.89,1.82,-0.07
2022,May,Margao,Fruits,1.99,1.99,0
2022,May,Margao,Groceries,11.77,11.69,-0.08
2022,May,Margao,Milk Products,2.8,2.68,-0.12
2022,May,Margao,Ready to eat,1.76,1.79,0.03
2022,May,Margao,Spices,5.26,5.89,0.63
2022,May,Margao,Vegetables,2.83,2.76,-0.07
2022,May,Siolim,Bakery,1.15,1.08,-0.07
2022,May,Siolim,Beverages,1.94,1.92,-0.02
2022,May,Siolim,Fruits,1.96,1.94,-0.02
2022,May,Siolim,Groceries,11.42,10.49,-0.93
2022,May,Siolim,Milk Products,2.67,2.76,0.09
2022,May,Siolim,Ready to eat,1.98,1.86,-0.12
2022,May,Siolim,Spices,5.72,5.25,-0.47
2022,May,Siolim,Vegetables,2.91,2.88,-0.03
2022,May,Baga,Bakery,1.07,1.1,0.03
2022,May,Baga,Beverages,1.75,1.77,0.02
2022,May,Baga,Fruits,1.86,2,0.14
2022,May,Baga,Groceries,11.73,10.94,-0.79
2022,May,Baga,Milk Products,2.88,2.91,0.03
2022,May,Baga,Ready to eat,1.83,1.75,-0.08
2022,May,Baga,Spices,5.87,5.34,-0.53
2022,May,Baga,Vegetables,2.65,2.64,-0.01
2022,May,Porvorim,Bakery,1.12,1.08,-0.04
2022,May,Porvorim,Beverages,1.75,1.89,0.14
2022,May,Porvorim,Fruits,1.93,1.93,0
2022,May,Porvorim,Groceries,10.57,11.93,1.36
2022,May,Porvorim,Milk Products,2.9,2.92,0.02
2022,May,Porvorim,Ready to eat,1.9,1.94,0.04
2022,May,Porvorim,Spices,5.45,5.73,0.28
2022,May,Porvorim,Vegetables,2.94,2.91,-0.03
2022,June,Panaji,Bakery,1.04,1.1,0.06
2022,June,Panaji,Beverages,1.83,1.76,-0.07
2022,June,Panaji,Fruits,1.86,1.77,-0.09
2022,June,Panaji,Groceries,10.56,11.19,0.63
2022,June,Panaji,Milk Products,2.81,2.73,-0.08
2022,June,Panaji,Ready to eat,1.85,1.92,0.07
2022,June,Panaji,Spices,5.33,5.35,0.02
2022,June,Panaji,Vegetables,2.97,2.95,-0.02
2022,June,Khorlim,Bakery,1.1,1.16,0.06
2022,June,Khorlim,Beverages,1.99,1.8,-0.19
2022,June,Khorlim,Fruits,1.9,1.96,0.06
2022,June,Khorlim,Groceries,10.84,10.6,-0.24
2022,June,Khorlim,Milk Products,2.84,2.84,0
2022,June,Khorlim,Ready to eat,1.82,1.99,0.17
2022,June,Khorlim,Spices,5.24,5.8,0.56
2022,June,Khorlim,Vegetables,2.99,2.83,-0.16
2022,June,KTC,Bakery,1.07,1.15,0.08
2022,June,KTC,Beverages,1.88,1.86,-0.02
2022,June,KTC,Fruits,1.83,1.74,-0.09
2022,June,KTC,Groceries,11.75,11.33,-0.42
2022,June,KTC,Milk Products,2.84,2.9,0.06
2022,June,KTC,Ready to eat,1.96,1.79,-0.17
2022,June,KTC,Spices,6,5.73,-0.27
2022,June,KTC,Vegetables,2.75,2.69,-0.06
2022,June,Margao,Bakery,1.12,1.09,-0.03
2022,June,Margao,Beverages,1.74,1.79,0.05
2022,June,Margao,Fruits,1.99,1.98,-0.01
2022,June,Margao,Groceries,10.39,11.85,1.46
2022,June,Margao,Milk Products,2.75,2.85,0.1
2022,June,Margao,Ready to eat,1.79,1.76,-0.03
2022,June,Margao,Spices,5.34,5.61,0.27
2022,June,Margao,Vegetables,2.7,2.65,-0.05
2022,June,Siolim,Bakery,1.06,1.19,0.13
2022,June,Siolim,Beverages,1.93,1.98,0.05
2022,June,Siolim,Fruits,1.95,1.97,0.02
2022,June,Siolim,Groceries,11.81,11.24,-0.57
2022,June,Siolim,Milk Products,2.62,2.69,0.07
2022,June,Siolim,Ready to eat,1.89,1.81,-0.08
2022,June,Siolim,Spices,5.39,5.3,-0.09
2022,June,Siolim,Vegetables,2.77,2.87,0.1
2022,June,Baga,Bakery,1.13,1.09,-0.04
2022,June,Baga,Beverages,1.87,1.76,-0.11
2022,June,Baga,Fruits,1.78,1.95,0.17
2022,June,Baga,Groceries,11.08,10.6,-0.48
2022,June,Baga,Milk Products,2.96,2.73,-0.23
2022,June,Baga,Ready to eat,1.79,1.93,0.14
2022,June,Baga,Spices,5.64,5.46,-0.18
2022,June,Baga,Vegetables,2.8,2.76,-0.04
2022,June,Porvorim,Bakery,1.05,1.19,0.14
2022,June,Porvorim,Beverages,1.77,1.96,0.19
2022,June,Porvorim,Fruits,1.89,1.78,-0.11
2022,June,Porvorim,Groceries,10.76,10.42,-0.34
2022,June,Porvorim,Milk Products,2.78,2.83,0.05
2022,June,Porvorim,Ready to eat,1.74,1.97,0.23
2022,June,Porvorim,Spices,5.52,5.71,0.19
2022,June,Porvorim,Vegetables,2.9,2.92,0.02
2022,July,Panaji,Bakery,1.16,1.16,0
2022,July,Panaji,Beverages,1.87,1.78,-0.09
2022,July,Panaji,Fruits,1.85,1.78,-0.07
2022,July,Panaji,Groceries,11.65,10.88,-0.77
2022,July,Panaji,Milk Products,2.87,2.7,-0.17
2022,July,Panaji,Ready to eat,1.89,1.92,0.03
2022,July,Panaji,Spices,5.91,5.72,-0.19
2022,July,Panaji,Vegetables,2.88,2.78,-0.1
2022,July,Khorlim,Bakery,1.14,1.17,0.03
2022,July,Khorlim,Beverages,1.79,1.84,0.05
2022,July,Khorlim,Fruits,1.91,1.83,-0.08
2022,July,Khorlim,Groceries,11.3,11.09,-0.21
2022,July,Khorlim,Milk Products,2.66,2.64,-0.02
2022,July,Khorlim,Ready to eat,1.75,1.86,0.11
2022,July,Khorlim,Spices,5.3,5.22,-0.08
2022,July,Khorlim,Vegetables,2.92,2.62,-0.3
2022,July,KTC,Bakery,1.18,1.17,-0.01
2022,July,KTC,Beverages,1.91,1.92,0.01
2022,July,KTC,Fruits,1.83,1.96,0.13
2022,July,KTC,Groceries,10.4,11.53,1.13
2022,July,KTC,Milk Products,2.71,2.61,-0.1
2022,July,KTC,Ready to eat,1.96,1.91,-0.05
2022,July,KTC,Spices,5.5,5.82,0.32
2022,July,KTC,Vegetables,2.61,2.97,0.36
2022,July,Margao,Bakery,1.05,1.13,0.08
2022,July,Margao,Beverages,1.79,2,0.21
2022,July,Margao,Fruits,1.75,1.81,0.06
2022,July,Margao,Groceries,10.66,10.54,-0.12
2022,July,Margao,Milk Products,2.9,2.64,-0.26
2022,July,Margao,Ready to eat,1.97,1.86,-0.11
2022,July,Margao,Spices,5.99,5.9,-0.09
2022,July,Margao,Vegetables,2.99,2.83,-0.16
2022,July,Siolim,Bakery,1.08,1.08,0
2022,July,Siolim,Beverages,1.9,1.83,-0.07
2022,July,Siolim,Fruits,2,1.83,-0.17
2022,July,Siolim,Groceries,10.8,11.8,1
2022,July,Siolim,Milk Products,2.67,2.73,0.06
2022,July,Siolim,Ready to eat,1.76,1.86,0.1
2022,July,Siolim,Spices,5.33,5.67,0.34
2022,July,Siolim,Vegetables,2.67,2.63,-0.04
2022,July,Baga,Bakery,1.13,1.04,-0.09
2022,July,Baga,Beverages,1.81,1.75,-0.06
2022,July,Baga,Fruits,1.77,1.82,0.05
2022,July,Baga,Groceries,10.43,11.91,1.48
2022,July,Baga,Milk Products,2.9,2.9,0
2022,July,Baga,Ready to eat,1.94,1.74,-0.2
2022,July,Baga,Spices,5.2,5.43,0.23
2022,July,Baga,Vegetables,3,2.91,-0.09
2022,July,Porvorim,Bakery,1.09,1.11,0.02
2022,July,Porvorim,Beverages,1.76,1.97,0.21
2022,July,Porvorim,Fruits,1.92,1.87,-0.05
2022,July,Porvorim,Groceries,11.16,11.08,-0.08
2022,July,Porvorim,Milk Products,2.81,2.75,-0.06
2022,July,Porvorim,Ready to eat,1.75,1.99,0.24
2022,July,Porvorim,Spices,5.28,5.93,0.65
2022,July,Porvorim,Vegetables,2.99,2.83,-0.16
2022,August,Panaji,Bakery,1.06,1.05,-0.01
2022,August,Panaji,Beverages,1.74,1.99,0.25
2022,August,Panaji,Fruits,1.96,1.91,-0.05
2022,August,Panaji,Groceries,11.38,11.75,0.37
2022,August,Panaji,Milk Products,2.73,2.78,0.05
2022,August,Panaji,Ready to eat,1.8,1.96,0.16
2022,August,Panaji,Spices,5.3,5.73,0.43
2022,August,Panaji,Vegetables,2.62,2.74,0.12
2022,August,Khorlim,Bakery,1.06,1.11,0.05
2022,August,Khorlim,Beverages,1.85,1.99,0.14
2022,August,Khorlim,Fruits,1.85,1.91,0.06
2022,August,Khorlim,Groceries,11.1,11.16,0.06
2022,August,Khorlim,Milk Products,2.98,2.83,-0.15
2022,August,Khorlim,Ready to eat,1.87,1.87,0
2022,August,Khorlim,Spices,5.35,5.42,0.07
2022,August,Khorlim,Vegetables,2.97,2.7,-0.27
2022,August,KTC,Bakery,1.15,1.14,-0.01
2022,August,KTC,Beverages,1.9,1.77,-0.13
2022,August,KTC,Fruits,1.92,1.85,-0.07
2022,August,KTC,Groceries,11.88,11.48,-0.4
2022,August,KTC,Milk Products,2.68,2.63,-0.05
2022,August,KTC,Ready to eat,1.76,1.78,0.02
2022,August,KTC,Spices,5.57,5.57,0
2022,August,KTC,Vegetables,2.7,2.63,-0.07
2022,August,Margao,Bakery,1.11,1.1,-0.01
2022,August,Margao,Beverages,1.8,1.89,0.09
2022,August,Margao,Fruits,1.81,1.84,0.03
2022,August,Margao,Groceries,11.06,11.42,0.36
2022,August,Margao,Milk Products,2.63,2.65,0.02
2022,August,Margao,Ready to eat,1.96,2,0.04
2022,August,Margao,Spices,5.67,5.89,0.22
2022,August,Margao,Vegetables,2.69,2.61,-0.08
2022,August,Siolim,Bakery,1.16,1.1,-0.06
2022,August,Siolim,Beverages,1.74,1.84,0.1
2022,August,Siolim,Fruits,1.99,1.83,-0.16
2022,August,Siolim,Groceries,10.72,10.46,-0.26
2022,August,Siolim,Milk Products,2.95,2.71,-0.24
2022,August,Siolim,Ready to eat,1.92,1.99,0.07
2022,August,Siolim,Spices,5.62,5.47,-0.15
2022,August,Siolim,Vegetables,2.76,2.72,-0.04
2022,August,Baga,Bakery,1.07,1.06,-0.01
2022,August,Baga,Beverages,1.96,1.98,0.02
2022,August,Baga,Fruits,1.79,1.95,0.16
2022,August,Baga,Groceries,11.2,11.27,0.07
2022,August,Baga,Milk Products,2.98,2.64,-0.34
2022,August,Baga,Ready to eat,1.89,1.85,-0.04
2022,August,Baga,Spices,5.51,5.73,0.22
2022,August,Baga,Vegetables,2.94,2.93,-0.01
2022,August,Porvorim,Bakery,1.14,1.14,0
2022,August,Porvorim,Beverages,1.86,1.9,0.04
2022,August,Porvorim,Fruits,1.75,1.95,0.2
2022,August,Porvorim,Groceries,10.77,10.63,-0.14
2022,August,Porvorim,Milk Products,2.89,2.73,-0.16
2022,August,Porvorim,Ready to eat,1.76,1.78,0.02
2022,August,Porvorim,Spices,5.86,5.94,0.08
2022,August,Porvorim,Vegetables,2.7,2.68,-0.02
2022,September,Panaji,Bakery,1.07,1.13,0.06
2022,September,Panaji,Beverages,1.92,1.93,0.01
2022,September,Panaji,Fruits,1.98,1.75,-0.23
2022,September,Panaji,Groceries,10.54,11.58,1.04
2022,September,Panaji,Milk Products,2.74,2.85,0.11
2022,September,Panaji,Ready to eat,1.97,1.75,-0.22
2022,September,Panaji,Spices,5.63,5.65,0.02
2022,September,Panaji,Vegetables,2.62,2.77,0.15
2022,September,Khorlim,Bakery,1.1,1.16,0.06
2022,September,Khorlim,Beverages,1.82,1.93,0.11
2022,September,Khorlim,Fruits,1.85,1.97,0.12
2022,September,Khorlim,Groceries,10.79,10.95,0.16
2022,September,Khorlim,Milk Products,2.66,2.84,0.18
2022,September,Khorlim,Ready to eat,1.79,1.78,-0.01
2022,September,Khorlim,Spices,5.77,5.97,0.2
2022,September,Khorlim,Vegetables,2.89,2.8,-0.09
2022,September,KTC,Bakery,1.12,1.08,-0.04
2022,September,KTC,Beverages,1.74,1.94,0.2
2022,September,KTC,Fruits,1.87,1.94,0.07
2022,September,KTC,Groceries,10.66,11.44,0.78
2022,September,KTC,Milk Products,2.85,2.66,-0.19
2022,September,KTC,Ready to eat,1.97,1.73,-0.24
2022,September,KTC,Spices,5.68,5.42,-0.26
2022,September,KTC,Vegetables,2.84,2.71,-0.13
2022,September,Margao,Bakery,1.2,1.09,-0.11
2022,September,Margao,Beverages,1.83,1.82,-0.01
2022,September,Margao,Fruits,1.79,1.77,-0.02
2022,September,Margao,Groceries,10.64,10.66,0.02
2022,September,Margao,Milk Products,2.88,2.99,0.11
2022,September,Margao,Ready to eat,1.98,1.96,-0.02
2022,September,Margao,Spices,5.3,5.98,0.68
2022,September,Margao,Vegetables,2.82,2.79,-0.03
2022,September,Siolim,Bakery,1.08,1.13,0.05
2022,September,Siolim,Beverages,1.95,1.87,-0.08
2022,September,Siolim,Fruits,1.91,1.86,-0.05
2022,September,Siolim,Groceries,10.4,10.51,0.11
2022,September,Siolim,Milk Products,2.87,2.98,0.11
2022,September,Siolim,Ready to eat,1.74,1.95,0.21
2022,September,Siolim,Spices,5.36,5.36,0
2022,September,Siolim,Vegetables,2.96,2.78,-0.18
2022,September,Baga,Bakery,1.11,1.17,0.06
2022,September,Baga,Beverages,1.77,1.86,0.09
2022,September,Baga,Fruits,1.82,1.89,0.07
2022,September,Baga,Groceries,11.17,11.77,0.6
2022,September,Baga,Milk Products,2.98,2.8,-0.18
2022,September,Baga,Ready to eat,1.85,1.86,0.01
2022,September,Baga,Spices,5.34,5.72,0.38
2022,September,Baga,Vegetables,2.91,2.83,-0.08
2022,September,Porvorim,Bakery,1.17,1.07,-0.1
2022,September,Porvorim,Beverages,1.86,1.91,0.05
2022,September,Porvorim,Fruits,1.94,1.87,-0.07
2022,September,Porvorim,Groceries,10.66,10.4,-0.26
2022,September,Porvorim,Milk Products,2.85,2.64,-0.21
2022,September,Porvorim,Ready to eat,1.74,1.79,0.05
2022,September,Porvorim,Spices,5.53,5.19,-0.34
2022,September,Porvorim,Vegetables,2.64,2.61,-0.03
2022,October,Panaji,Bakery,1.07,1.16,0.09
2022,October,Panaji,Beverages,1.73,1.91,0.18
2022,October,Panaji,Fruits,1.87,1.95,0.08
2022,October,Panaji,Groceries,11.96,10.66,-1.3
2022,October,Panaji,Milk Products,2.68,2.62,-0.06
2022,October,Panaji,Ready to eat,1.76,1.91,0.15
2022,October,Panaji,Spices,5.47,5.86,0.39
2022,October,Panaji,Vegetables,2.82,2.65,-0.17
2022,October,Khorlim,Bakery,1.1,1.17,0.07
2022,October,Khorlim,Beverages,1.75,1.96,0.21
2022,October,Khorlim,Fruits,1.8,1.97,0.17
2022,October,Khorlim,Groceries,11.72,10.93,-0.79
2022,October,Khorlim,Milk Products,2.7,2.85,0.15
2022,October,Khorlim,Ready to eat,1.75,1.81,0.06
2022,October,Khorlim,Spices,5.3,5.68,0.38
2022,October,Khorlim,Vegetables,2.63,2.8,0.17
2022,October,KTC,Bakery,1.07,1.19,0.12
2022,October,KTC,Beverages,1.74,1.99,0.25
2022,October,KTC,Fruits,1.95,1.97,0.02
2022,October,KTC,Groceries,10.5,11.14,0.64
2022,October,KTC,Milk Products,2.88,2.78,-0.1
2022,October,KTC,Ready to eat,1.81,1.8,-0.01
2022,October,KTC,Spices,5.23,5.41,0.18
2022,October,KTC,Vegetables,2.77,2.74,-0.03
2022,October,Margao,Bakery,1.12,1.2,0.08
2022,October,Margao,Beverages,1.73,1.88,0.15
2022,October,Margao,Fruits,1.76,1.79,0.03
2022,October,Margao,Groceries,11.07,10.57,-0.5
2022,October,Margao,Milk Products,2.65,2.6,-0.05
2022,October,Margao,Ready to eat,1.76,1.9,0.14
2022,October,Margao,Spices,5.2,5.38,0.18
2022,October,Margao,Vegetables,2.77,2.67,-0.1
2022,October,Siolim,Bakery,1.15,1.1,-0.05
2022,October,Siolim,Beverages,1.8,1.8,0
2022,October,Siolim,Fruits,1.86,1.82,-0.04
2022,October,Siolim,Groceries,11.71,11.89,0.18
2022,October,Siolim,Milk Products,2.9,2.98,0.08
2022,October,Siolim,Ready to eat,1.9,1.98,0.08
2022,October,Siolim,Spices,5.22,5.3,0.08
2022,October,Siolim,Vegetables,2.96,2.87,-0.09
2022,October,Baga,Bakery,1.12,1.05,-0.07
2022,October,Baga,Beverages,1.76,1.91,0.15
2022,October,Baga,Fruits,1.94,1.9,-0.04
2022,October,Baga,Groceries,10.73,10.49,-0.24
2022,October,Baga,Milk Products,2.71,2.67,-0.04
2022,October,Baga,Ready to eat,1.81,1.75,-0.06
2022,October,Baga,Spices,5.7,5.59,-0.11
2022,October,Baga,Vegetables,2.93,2.65,-0.28
2022,October,Porvorim,Bakery,1.19,1.19,0
2022,October,Porvorim,Beverages,1.73,1.85,0.12
2022,October,Porvorim,Fruits,1.79,1.89,0.1
2022,October,Porvorim,Groceries,11.62,11.64,0.02
2022,October,Porvorim,Milk Products,2.67,2.66,-0.01
2022,October,Porvorim,Ready to eat,1.87,2,0.13
2022,October,Porvorim,Spices,5.87,5.83,-0.04
2022,October,Porvorim,Vegetables,2.89,2.98,0.09
2022,November,Panaji,Bakery,1.07,1.15,0.08
2022,November,Panaji,Beverages,1.97,1.73,-0.24
2022,November,Panaji,Fruits,1.93,1.96,0.03
2022,November,Panaji,Groceries,10.54,11.91,1.37
2022,November,Panaji,Milk Products,2.67,2.87,0.2
2022,November,Panaji,Ready to eat,2,1.73,-0.27
2022,November,Panaji,Spices,5.68,5.87,0.19
2022,November,Panaji,Vegetables,2.67,2.64,-0.03
2022,November,Khorlim,Bakery,1.08,1.15,0.07
2022,November,Khorlim,Beverages,1.84,1.86,0.02
2022,November,Khorlim,Fruits,1.97,1.92,-0.05
2022,November,Khorlim,Groceries,11.92,11.42,-0.5
2022,November,Khorlim,Milk Products,2.92,2.83,-0.09
2022,November,Khorlim,Ready to eat,1.99,1.8,-0.19
2022,November,Khorlim,Spices,5.4,5.51,0.11
2022,November,Khorlim,Vegetables,2.94,2.71,-0.23
2022,November,KTC,Bakery,1.08,1.05,-0.03
2022,November,KTC,Beverages,1.73,1.82,0.09
2022,November,KTC,Fruits,1.83,1.91,0.08
2022,November,KTC,Groceries,10.42,10.67,0.25
2022,November,KTC,Milk Products,2.71,2.61,-0.1
2022,November,KTC,Ready to eat,1.8,1.91,0.11
2022,November,KTC,Spices,5.48,5.75,0.27
2022,November,KTC,Vegetables,2.73,2.78,0.05
2022,November,Margao,Bakery,1.05,1.14,0.09
2022,November,Margao,Beverages,1.89,1.76,-0.13
2022,November,Margao,Fruits,1.99,1.83,-0.16
2022,November,Margao,Groceries,11.94,10.39,-1.55
2022,November,Margao,Milk Products,2.97,2.68,-0.29
2022,November,Margao,Ready to eat,1.93,1.75,-0.18
2022,November,Margao,Spices,5.8,5.85,0.05
2022,November,Margao,Vegetables,2.81,2.98,0.17
2022,November,Siolim,Bakery,1.16,1.04,-0.12
2022,November,Siolim,Beverages,1.94,1.8,-0.14
2022,November,Siolim,Fruits,1.86,1.78,-0.08
2022,November,Siolim,Groceries,10.51,11.6,1.09
2022,November,Siolim,Milk Products,2.92,2.93,0.01
2022,November,Siolim,Ready to eat,1.83,1.86,0.03
2022,November,Siolim,Spices,5.38,5.96,0.58
2022,November,Siolim,Vegetables,2.85,2.79,-0.06
2022,November,Baga,Bakery,1.11,1.04,-0.07
2022,November,Baga,Beverages,1.93,1.93,0
2022,November,Baga,Fruits,1.98,1.79,-0.19
2022,November,Baga,Groceries,10.4,11.08,0.68
2022,November,Baga,Milk Products,2.98,2.99,0.01
2022,November,Baga,Ready to eat,1.88,1.97,0.09
2022,November,Baga,Spices,5.92,5.48,-0.44
2022,November,Baga,Vegetables,2.92,2.73,-0.19
2022,November,Porvorim,Bakery,1.07,1.05,-0.02
2022,November,Porvorim,Beverages,1.96,1.83,-0.13
2022,November,Porvorim,Fruits,1.8,1.82,0.02
2022,November,Porvorim,Groceries,11.67,11.05,-0.62
2022,November,Porvorim,Milk Products,2.73,2.71,-0.02
2022,November,Porvorim,Ready to eat,1.86,1.81,-0.05
2022,November,Porvorim,Spices,5.49,5.93,0.44
2022,November,Porvorim,Vegetables,2.99,2.7,-0.29
2022,December,Panaji,Bakery,1.05,1.05,0
2022,December,Panaji,Beverages,1.81,1.98,0.17
2022,December,Panaji,Fruits,1.81,1.8,-0.01
2022,December,Panaji,Groceries,11.24,11.55,0.31
2022,December,Panaji,Milk Products,2.97,2.69,-0.28
2022,December,Panaji,Ready to eat,1.76,1.8,0.04
2022,December,Panaji,Spices,5.52,5.26,-0.26
2022,December,Panaji,Vegetables,2.69,2.62,-0.07
2022,December,Khorlim,Bakery,1.12,1.08,-0.04
2022,December,Khorlim,Beverages,1.76,1.92,0.16
2022,December,Khorlim,Fruits,1.76,1.9,0.14
2022,December,Khorlim,Groceries,10.49,10.85,0.36
2022,December,Khorlim,Milk Products,2.61,2.89,0.28
2022,December,Khorlim,Ready to eat,1.83,1.79,-0.04
2022,December,Khorlim,Spices,5.79,5.92,0.13
2022,December,Khorlim,Vegetables,2.86,2.8,-0.06
2022,December,KTC,Bakery,1.06,1.1,0.04
2022,December,KTC,Beverages,1.98,1.87,-0.11
2022,December,KTC,Fruits,1.95,1.8,-0.15
2022,December,KTC,Groceries,11.48,11.79,0.31
2022,December,KTC,Milk Products,2.99,2.92,-0.07
2022,December,KTC,Ready to eat,1.82,1.98,0.16
2022,December,KTC,Spices,5.61,5.34,-0.27
2022,December,KTC,Vegetables,2.93,2.81,-0.12
2022,December,Margao,Bakery,1.14,1.12,-0.02
2022,December,Margao,Beverages,1.82,1.79,-0.03
2022,December,Margao,Fruits,2,1.74,-0.26
2022,December,Margao,Groceries,10.54,11.1,0.56
2022,December,Margao,Milk Products,2.9,2.73,-0.17
2022,December,Margao,Ready to eat,1.81,1.9,0.09
2022,December,Margao,Spices,5.68,5.85,0.17
2022,December,Margao,Vegetables,2.75,2.97,0.22
2022,December,Siolim,Bakery,1.07,1.16,0.09
2022,December,Siolim,Beverages,1.94,1.95,0.01
2022,December,Siolim,Fruits,1.98,1.74,-0.24
2022,December,Siolim,Groceries,11.38,11.03,-0.35
2022,December,Siolim,Milk Products,2.71,2.61,-0.1
2022,December,Siolim,Ready to eat,1.98,1.84,-0.14
2022,December,Siolim,Spices,5.92,5.23,-0.69
2022,December,Siolim,Vegetables,2.8,2.65,-0.15
2022,December,Baga,Bakery,1.12,1.17,0.05
2022,December,Baga,Beverages,1.87,1.76,-0.11
2022,December,Baga,Fruits,1.85,1.84,-0.01
2022,December,Baga,Groceries,10.47,10.85,0.38
2022,December,Baga,Milk Products,2.81,2.81,0
2022,December,Baga,Ready to eat,1.78,1.74,-0.04
2022,December,Baga,Spices,5.48,5.77,0.29
2022,December,Baga,Vegetables,2.85,2.6,-0.25
2022,December,Porvorim,Bakery,1.04,1.17,0.13
2022,December,Porvorim,Beverages,1.97,1.78,-0.19
2022,December,Porvorim,Fruits,1.86,1.98,0.12
2022,December,Porvorim,Groceries,10.92,11.13,0.21
2022,December,Porvorim,Milk Products,2.75,2.95,0.2
2022,December,Porvorim,Ready to eat,1.77,1.91,0.14
2022,December,Porvorim,Spices,5.96,5.87,-0.09
2022,December,Porvorim,Vegetables,2.85,2.68,-0.17
2023,January,Panaji,Bakery,1.2,1.09,-0.11
2023,January,Panaji,Beverages,1.97,1.93,-0.04
2023,January,Panaji,Fruits,1.82,2,0.18
2023,January,Panaji,Groceries,11.32,10.82,-0.5
2023,January,Panaji,Milk Products,3,2.93,-0.07
2023,January,Panaji,Ready to eat,1.99,1.8,-0.19
