Year,Month,Date,Category,Sub-Category,Super-Sub-Category,Location,Amount
2024,April,01-04-2024,Food Cost,Groceries,,Porvorim,436423.95
2024,April,01-04-2024,Food Cost,Milk products,,Porvorim,204166.86
2024,April,01-04-2024,Food Cost,Spices,,Porvorim,134463.11
2024,April,01-04-2024,Food Cost,Vegetables,,Porvorim,242355.63
2024,April,01-04-2024,Food Cost,Ready to eat,,Porvorim,92499.77
2024,April,01-04-2024,Operating Cost,Salaries,,Porvorim,403917.1
2024,April,01-04-2024,Operating Cost,Rent,,Porvorim,205675.22
2024,April,01-04-2024,Operating Cost,Water,,Porvorim,43213.59
2024,April,01-04-2024,Operating Cost,Electricity,,Porvorim,86427.18
2024,April,01-04-2024,Operating Cost,Staff room rent,,Porvorim,37828.52
2024,April,01-04-2024,Operating Cost,Staff electricity,,Porvorim,13506.35
2024,April,01-04-2024,Operating Cost,Commission,,Porvorim,412497.19
2024,April,01-04-2024,Operating Cost,Admin expenses,,Porvorim,549279.32
2024,April,01-04-2024,Operating Cost,Repairs and maintenance,,Porvorim,40425.39
2024,April,01-04-2024,Operating Cost,Advertisement,,Porvorim,43213.59
2024,April,01-04-2024,Revenue,Sales,AC,Siolim,1171657.89
2024,April,01-04-2024,Revenue,Sales,Non AC,Siolim,2636230.25
2024,April,01-04-2024,Revenue,Sales,Swiggy,Siolim,878743.42
2024,April,01-04-2024,Revenue,Sales,Zomato,Siolim,878743.42
2024,April,01-04-2024,Revenue,Sales,Takeaway,Siolim,292914.47
2024,April,01-04-2024,Food Cost,Bakery,,Siolim,92412.44
2024,April,01-04-2024,Food Cost,Beverages,,Siolim,119103.86
2024,April,01-04-2024,Food Cost,Fruits,,Siolim,176085.34
2024,April,01-04-2024,Food Cost,Groceries,,Siolim,682708.48
2024,April,01-04-2024,Food Cost,Milk products,,Siolim,265072.11
2024,April,01-04-2024,Food Cost,Spices,,Siolim,221164.72
2024,April,01-04-2024,Food Cost,Vegetables,,Siolim,306647.8
2024,April,01-04-2024,Food Cost,Ready to eat,,Siolim,127273.79
2024,April,01-04-2024,Operating Cost,Salaries,,Siolim,530773.19
2024,April,01-04-2024,Operating Cost,Rent,,Siolim,346985.58
2024,April,01-04-2024,Operating Cost,Water,,Siolim,58582.89
2024,April,01-04-2024,Operating Cost,Electricity,,Siolim,117165.79
2024,April,01-04-2024,Operating Cost,Staff room rent,,Siolim,37068.22
2024,April,01-04-2024,Operating Cost,Staff electricity,,Siolim,21157
2024,April,01-04-2024,Operating Cost,Commission,,Siolim,548160.14
2024,April,01-04-2024,Operating Cost,Admin expenses,,Siolim,758803.67
2024,April,01-04-2024,Operating Cost,Repairs and maintenance,,Siolim,56803.25
2024,April,01-04-2024,Operating Cost,Advertisement,,Siolim,58582.89
2024,April,01-04-2024,Revenue,Sales,AC,Margao,1153942.05
2024,April,01-04-2024,Revenue,Sales,Non AC,Margao,2596369.61
2024,April,01-04-2024,Revenue,Sales,Swiggy,Margao,865456.54
2024,April,01-04-2024,Revenue,Sales,Zomato,Margao,865456.54
2024,April,01-04-2024,Revenue,Sales,Takeaway,Margao,288485.51
2024,April,01-04-2024,Food Cost,Bakery,,Margao,95074.06
2024,April,01-04-2024,Food Cost,Beverages,,Margao,123398.66
2024,April,01-04-2024,Food Cost,Fruits,,Margao,177965.84
2024,April,01-04-2024,Food Cost,Groceries,,Margao,688137.22
2024,April,01-04-2024,Food Cost,Milk products,,Margao,231381.8
2024,April,01-04-2024,Food Cost,Spices,,Margao,214405.32
2024,April,01-04-2024,Food Cost,Vegetables,,Margao,329233.87
2024,April,01-04-2024,Food Cost,Ready to eat,,Margao,133357.9
2024,April,01-04-2024,Operating Cost,Salaries,,Margao,633526.74
2024,April,01-04-2024,Operating Cost,Rent,,Margao,266777.49
2024,April,01-04-2024,Operating Cost,Water,,Margao,57697.1
2024,April,01-04-2024,Operating Cost,Electricity,,Margao,115394.2
2024,April,01-04-2024,Operating Cost,Staff room rent,,Margao,41622.64
2024,April,01-04-2024,Operating Cost,Staff electricity,,Margao,18815.31
2024,April,01-04-2024,Operating Cost,Commission,,Margao,501201.65
2024,April,01-04-2024,Operating Cost,Admin expenses,,Margao,836822.35
2024,April,01-04-2024,Operating Cost,Repairs and maintenance,,Margao,56952.63
2024,April,01-04-2024,Operating Cost,Advertisement,,Margao,57697.1
2024,May,01-05-2024,Revenue,Sales,AC,Baga,949003.57
2024,May,01-05-2024,Revenue,Sales,Non AC,Baga,2135258.04
2024,May,01-05-2024,Revenue,Sales,Swiggy,Baga,711752.68
2024,May,01-05-2024,Revenue,Sales,Zomato,Baga,711752.68
2024,May,01-05-2024,Revenue,Sales,Takeaway,Baga,237250.89
2024,May,01-05-2024,Food Cost,Bakery,,Baga,79988.01
2024,May,01-05-2024,Food Cost,Beverages,,Baga,96366.77
2024,May,01-05-2024,Food Cost,Fruits,,Baga,143665.29
2024,May,01-05-2024,Food Cost,Groceries,,Baga,489950.71
2024,May,01-05-2024,Food Cost,Milk products,,Baga,218043.67
2024,May,01-05-2024,Food Cost,Spices,,Baga,149490.47
2024,May,01-05-2024,Food Cost,Vegetables,,Baga,283186.29
2024,May,01-05-2024,Food Cost,Ready to eat,,Baga,105498.7
2024,May,01-05-2024,Operating Cost,Salaries,,Baga,474645.84
2024,May,01-05-2024,Operating Cost,Rent,,Baga,213208.71
2024,May,01-05-2024,Operating Cost,Water,,Baga,47450.18
2024,May,01-05-2024,Operating Cost,Electricity,,Baga,94900.36
2024,May,01-05-2024,Operating Cost,Staff room rent,,Baga,41546.83
2024,May,01-05-2024,Operating Cost,Staff electricity,,Baga,17812.17
2024,May,01-05-2024,Operating Cost,Commission,,Baga,434443.5
2024,May,01-05-2024,Operating Cost,Admin expenses,,Baga,698138.24
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Baga,45717.37
2024,May,01-05-2024,Operating Cost,Advertisement,,Baga,47450.18
2024,May,01-05-2024,Revenue,Sales,AC,KTC,822242.21
2024,May,01-05-2024,Revenue,Sales,Non AC,KTC,1850044.97
2024,May,01-05-2024,Revenue,Sales,Swiggy,KTC,616681.66
2024,May,01-05-2024,Revenue,Sales,Zomato,KTC,616681.66
2024,May,01-05-2024,Revenue,Sales,Takeaway,KTC,205560.55
2024,May,01-05-2024,Food Cost,Bakery,,KTC,61724.72
2024,May,01-05-2024,Food Cost,Beverages,,KTC,86591.3
2024,May,01-05-2024,Food Cost,Fruits,,KTC,131519.99
2024,May,01-05-2024,Food Cost,Groceries,,KTC,444931.5
2024,May,01-05-2024,Food Cost,Milk products,,KTC,180992.21
2024,May,01-05-2024,Food Cost,Spices,,KTC,159703.57
2024,May,01-05-2024,Food Cost,Vegetables,,KTC,242379.03
2024,May,01-05-2024,Food Cost,Ready to eat,,KTC,100913.28
2024,May,01-05-2024,Operating Cost,Salaries,,KTC,395817.37
2024,May,01-05-2024,Operating Cost,Rent,,KTC,221269.97
2024,May,01-05-2024,Operating Cost,Water,,KTC,41112.11
2024,May,01-05-2024,Operating Cost,Electricity,,KTC,82224.22
2024,May,01-05-2024,Operating Cost,Staff room rent,,KTC,24351.37
2024,May,01-05-2024,Operating Cost,Staff electricity,,KTC,13740.11
2024,May,01-05-2024,Operating Cost,Commission,,KTC,364249.81
2024,May,01-05-2024,Operating Cost,Admin expenses,,KTC,595831.55
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,KTC,33875.48
2024,May,01-05-2024,Operating Cost,Advertisement,,KTC,41112.11
2024,May,01-05-2024,Revenue,Sales,AC,Khorlim,1012581.97
2024,May,01-05-2024,Revenue,Sales,Non AC,Khorlim,2278309.42
2024,May,01-05-2024,Revenue,Sales,Swiggy,Khorlim,759436.47
2024,May,01-05-2024,Revenue,Sales,Zomato,Khorlim,759436.47
2024,May,01-05-2024,Revenue,Sales,Takeaway,Khorlim,253145.49
2024,May,01-05-2024,Food Cost,Bakery,,Khorlim,78859.33
2024,May,01-05-2024,Food Cost,Beverages,,Khorlim,113733.7
2024,May,01-05-2024,Food Cost,Fruits,,Khorlim,156443.03
2024,May,01-05-2024,Food Cost,Groceries,,Khorlim,566649.17
2024,May,01-05-2024,Food Cost,Milk products,,Khorlim,224481.52
2024,May,01-05-2024,Food Cost,Spices,,Khorlim,160211
2024,May,01-05-2024,Food Cost,Vegetables,,Khorlim,259047.99
2024,May,01-05-2024,Food Cost,Ready to eat,,Khorlim,115097.55
2024,May,01-05-2024,Operating Cost,Salaries,,Khorlim,547038.6
2024,May,01-05-2024,Operating Cost,Rent,,Khorlim,237344.93
2024,May,01-05-2024,Operating Cost,Water,,Khorlim,50629.1
2024,May,01-05-2024,Operating Cost,Electricity,,Khorlim,101258.2
2024,May,01-05-2024,Operating Cost,Staff room rent,,Khorlim,48896.44
2024,May,01-05-2024,Operating Cost,Staff electricity,,Khorlim,19345.28
2024,May,01-05-2024,Operating Cost,Commission,,Khorlim,462406.21
2024,May,01-05-2024,Operating Cost,Admin expenses,,Khorlim,707343.76
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Khorlim,49600.18
2024,May,01-05-2024,Operating Cost,Advertisement,,Khorlim,50629.1
2024,May,01-05-2024,Revenue,Sales,AC,Panaji,930717.88
2024,May,01-05-2024,Revenue,Sales,Non AC,Panaji,2094115.24
2024,May,01-05-2024,Revenue,Sales,Swiggy,Panaji,698038.41
2024,May,01-05-2024,Revenue,Sales,Zomato,Panaji,698038.41
2024,May,01-05-2024,Revenue,Sales,Takeaway,Panaji,232679.47
2024,May,01-05-2024,Food Cost,Bakery,,Panaji,69904.46
2024,May,01-05-2024,Food Cost,Beverages,,Panaji,112303.93
2024,May,01-05-2024,Food Cost,Fruits,,Panaji,150789.99
2024,May,01-05-2024,Food Cost,Groceries,,Panaji,475080.71
2024,May,01-05-2024,Food Cost,Milk products,,Panaji,212988.15
2024,May,01-05-2024,Food Cost,Spices,,Panaji,161199.49
2024,May,01-05-2024,Food Cost,Vegetables,,Panaji,238203.7
2024,May,01-05-2024,Food Cost,Ready to eat,,Panaji,115887.6
2024,May,01-05-2024,Operating Cost,Salaries,,Panaji,438805.18
2024,May,01-05-2024,Operating Cost,Rent,,Panaji,192401.18
2024,May,01-05-2024,Operating Cost,Water,,Panaji,46535.89
2024,May,01-05-2024,Operating Cost,Electricity,,Panaji,93071.79
2024,May,01-05-2024,Operating Cost,Staff room rent,,Panaji,24022.84
2024,May,01-05-2024,Operating Cost,Staff electricity,,Panaji,17026.17
2024,May,01-05-2024,Operating Cost,Commission,,Panaji,421828.51
2024,May,01-05-2024,Operating Cost,Admin expenses,,Panaji,572847.32
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Panaji,38834.43
2024,May,01-05-2024,Operating Cost,Advertisement,,Panaji,46535.89
2024,May,01-05-2024,Revenue,Sales,AC,Porvorim,918543.05
2024,May,01-05-2024,Revenue,Sales,Non AC,Porvorim,2066721.85
2024,May,01-05-2024,Revenue,Sales,Swiggy,Porvorim,688907.28
2024,May,01-05-2024,Revenue,Sales,Zomato,Porvorim,688907.28
2024,May,01-05-2024,Revenue,Sales,Takeaway,Porvorim,229635.76
2024,May,01-05-2024,Food Cost,Bakery,,Porvorim,77509.56
2024,May,01-05-2024,Food Cost,Beverages,,Porvorim,110655.51
2024,May,01-05-2024,Food Cost,Fruits,,Porvorim,151333.19
2024,May,01-05-2024,Food Cost,Groceries,,Porvorim,483123.41
2024,May,01-05-2024,Food Cost,Milk products,,Porvorim,228245.25
2024,May,01-05-2024,Food Cost,Spices,,Porvorim,157586.8
2024,May,01-05-2024,Food Cost,Vegetables,,Porvorim,245596.31
2024,May,01-05-2024,Food Cost,Ready to eat,,Porvorim,93010.51
2024,May,01-05-2024,Operating Cost,Salaries,,Porvorim,418191.09
2024,May,01-05-2024,Operating Cost,Rent,,Porvorim,247272.82
2024,May,01-05-2024,Operating Cost,Water,,Porvorim,45927.15
2024,May,01-05-2024,Operating Cost,Electricity,,Porvorim,91854.3
2024,May,01-05-2024,Operating Cost,Staff room rent,,Porvorim,37062.53
2024,May,01-05-2024,Operating Cost,Staff electricity,,Porvorim,14939.45
2024,May,01-05-2024,Operating Cost,Commission,,Porvorim,420475.18
2024,May,01-05-2024,Operating Cost,Admin expenses,,Porvorim,600618.13
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Porvorim,44306.4
2024,May,01-05-2024,Operating Cost,Advertisement,,Porvorim,45927.15
2024,May,01-05-2024,Revenue,Sales,AC,Siolim,990940.16
2024,May,01-05-2024,Revenue,Sales,Non AC,Siolim,2229615.36
2024,May,01-05-2024,Revenue,Sales,Swiggy,Siolim,743205.12
2024,May,01-05-2024,Revenue,Sales,Zomato,Siolim,743205.12
2024,May,01-05-2024,Revenue,Sales,Takeaway,Siolim,247735.04
2024,May,01-05-2024,Food Cost,Bakery,,Siolim,77796.92
2024,May,01-05-2024,Food Cost,Beverages,,Siolim,108075.89
2024,May,01-05-2024,Food Cost,Fruits,,Siolim,160617.25
2024,May,01-05-2024,Food Cost,Groceries,,Siolim,527990.7
2024,May,01-05-2024,Food Cost,Milk products,,Siolim,208546.3
2024,May,01-05-2024,Food Cost,Spices,,Siolim,152837.08
2024,May,01-05-2024,Food Cost,Vegetables,,Siolim,270858.29
2024,May,01-05-2024,Food Cost,Ready to eat,,Siolim,111038.12
2024,May,01-05-2024,Operating Cost,Salaries,,Siolim,529252.09
2024,May,01-05-2024,Operating Cost,Rent,,Siolim,220111.46
2024,May,01-05-2024,Operating Cost,Water,,Siolim,49547.01
2024,May,01-05-2024,Operating Cost,Electricity,,Siolim,99094.02
2024,May,01-05-2024,Operating Cost,Staff room rent,,Siolim,45177.55
2024,May,01-05-2024,Operating Cost,Staff electricity,,Siolim,16769.74
2024,May,01-05-2024,Operating Cost,Commission,,Siolim,441872.51
2024,May,01-05-2024,Operating Cost,Admin expenses,,Siolim,639644.82
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Siolim,48878.67
2024,May,01-05-2024,Operating Cost,Advertisement,,Siolim,49547.01
2024,May,01-05-2024,Revenue,Sales,AC,Margao,1173499.77
2024,May,01-05-2024,Revenue,Sales,Non AC,Margao,2640374.48
2024,May,01-05-2024,Revenue,Sales,Swiggy,Margao,880124.83
2024,May,01-05-2024,Revenue,Sales,Zomato,Margao,880124.83
2024,May,01-05-2024,Revenue,Sales,Takeaway,Margao,293374.94
2024,May,01-05-2024,Food Cost,Bakery,,Margao,96037.65
2024,May,01-05-2024,Food Cost,Beverages,,Margao,132944.97
2024,May,01-05-2024,Food Cost,Fruits,,Margao,176599.85
2024,May,01-05-2024,Food Cost,Groceries,,Margao,642561.09
2024,May,01-05-2024,Food Cost,Milk products,,Margao,258624.57
2024,May,01-05-2024,Food Cost,Spices,,Margao,185484.48
2024,May,01-05-2024,Food Cost,Vegetables,,Margao,331889.77
2024,May,01-05-2024,Food Cost,Ready to eat,,Margao,145841.11
2024,May,01-05-2024,Operating Cost,Salaries,,Margao,594047.74
2024,May,01-05-2024,Operating Cost,Rent,,Margao,318576.23
2024,May,01-05-2024,Operating Cost,Water,,Margao,58674.99
2024,May,01-05-2024,Operating Cost,Electricity,,Margao,117349.98
2024,May,01-05-2024,Operating Cost,Staff room rent,,Margao,32751.16
2024,May,01-05-2024,Operating Cost,Staff electricity,,Margao,21198.08
2024,May,01-05-2024,Operating Cost,Commission,,Margao,579530.77
2024,May,01-05-2024,Operating Cost,Admin expenses,,Margao,820589.26
2024,May,01-05-2024,Operating Cost,Repairs and maintenance,,Margao,47841.27
2024,May,01-05-2024,Operating Cost,Advertisement,,Margao,58674.99
2024,June,01-06-2024,Revenue,Sales,AC,Baga,1020265.35
2024,June,01-06-2024,Revenue,Sales,Non AC,Baga,2295597.04
2024,June,01-06-2024,Revenue,Sales,Swiggy,Baga,765199.01
2024,June,01-06-2024,Revenue,Sales,Zomato,Baga,765199.01
2024,June,01-06-2024,Revenue,Sales,Takeaway,Baga,255066.34
2024,June,01-06-2024,Food Cost,Bakery,,Baga,80633.69
2024,June,01-06-2024,Food Cost,Beverages,,Baga,123289.99
2024,June,01-06-2024,Food Cost,Fruits,,Baga,165507.51
2024,June,01-06-2024,Food Cost,Groceries,,Baga,572555.67
2024,June,01-06-2024,Food Cost,Milk products,,Baga,223104.38
2024,June,01-06-2024,Food Cost,Spices,,Baga,166065.35
2024,June,01-06-2024,Food Cost,Vegetables,,Baga,260467.33
2024,June,01-06-2024,Food Cost,Ready to eat,,Baga,111078.78
2024,June,01-06-2024,Operating Cost,Salaries,,Baga,501273.97
2024,June,01-06-2024,Operating Cost,Rent,,Baga,273004.94
2024,June,01-06-2024,Operating Cost,Water,,Baga,51013.27
2024,June,01-06-2024,Operating Cost,Electricity,,Baga,102026.54
2024,June,01-06-2024,Operating Cost,Staff room rent,,Baga,35588.37
2024,June,01-06-2024,Operating Cost,Staff electricity,,Baga,16231.29
2024,June,01-06-2024,Operating Cost,Commission,,Baga,424105.2
2024,June,01-06-2024,Operating Cost,Admin expenses,,Baga,738769.37
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Baga,41238.26
2024,June,01-06-2024,Operating Cost,Advertisement,,Baga,51013.27
2024,June,01-06-2024,Revenue,Sales,AC,KTC,867281.46
2024,June,01-06-2024,Revenue,Sales,Non AC,KTC,1951383.29
2024,June,01-06-2024,Revenue,Sales,Swiggy,KTC,650461.1
2024,June,01-06-2024,Revenue,Sales,Zomato,KTC,650461.1
2024,June,01-06-2024,Revenue,Sales,Takeaway,KTC,216820.37
2024,June,01-06-2024,Food Cost,Bakery,,KTC,72672.38
2024,June,01-06-2024,Food Cost,Beverages,,KTC,98805.92
2024,June,01-06-2024,Food Cost,Fruits,,KTC,133102.3
2024,June,01-06-2024,Food Cost,Groceries,,KTC,477215.32
2024,June,01-06-2024,Food Cost,Milk products,,KTC,205176.52
2024,June,01-06-2024,Food Cost,Spices,,KTC,171640.12
2024,June,01-06-2024,Food Cost,Vegetables,,KTC,226379.8
2024,June,01-06-2024,Food Cost,Ready to eat,,KTC,105942.37
2024,June,01-06-2024,Operating Cost,Salaries,,KTC,471307.12
2024,June,01-06-2024,Operating Cost,Rent,,KTC,252935.75
2024,June,01-06-2024,Operating Cost,Water,,KTC,43364.07
2024,June,01-06-2024,Operating Cost,Electricity,,KTC,86728.15
2024,June,01-06-2024,Operating Cost,Staff room rent,,KTC,30424.46
2024,June,01-06-2024,Operating Cost,Staff electricity,,KTC,16271.93
2024,June,01-06-2024,Operating Cost,Commission,,KTC,392990.73
2024,June,01-06-2024,Operating Cost,Admin expenses,,KTC,608498.3
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,KTC,38407.19
2024,June,01-06-2024,Operating Cost,Advertisement,,KTC,43364.07
2024,June,01-06-2024,Revenue,Sales,AC,Khorlim,1129788.61
2024,June,01-06-2024,Revenue,Sales,Non AC,Khorlim,2542024.37
2024,June,01-06-2024,Revenue,Sales,Swiggy,Khorlim,847341.46
2024,June,01-06-2024,Revenue,Sales,Zomato,Khorlim,847341.46
2024,June,01-06-2024,Revenue,Sales,Takeaway,Khorlim,282447.15
2024,June,01-06-2024,Food Cost,Bakery,,Khorlim,86388.57
2024,June,01-06-2024,Food Cost,Beverages,,Khorlim,136504.72
2024,June,01-06-2024,Food Cost,Fruits,,Khorlim,178624.6
2024,June,01-06-2024,Food Cost,Groceries,,Khorlim,660323.7
2024,June,01-06-2024,Food Cost,Milk products,,Khorlim,250321.71
2024,June,01-06-2024,Food Cost,Spices,,Khorlim,190880.07
2024,June,01-06-2024,Food Cost,Vegetables,,Khorlim,334138.41
2024,June,01-06-2024,Food Cost,Ready to eat,,Khorlim,120073.07
2024,June,01-06-2024,Operating Cost,Salaries,,Khorlim,603783.02
2024,June,01-06-2024,Operating Cost,Rent,,Khorlim,280641.81
2024,June,01-06-2024,Operating Cost,Water,,Khorlim,56489.43
2024,June,01-06-2024,Operating Cost,Electricity,,Khorlim,112978.86
2024,June,01-06-2024,Operating Cost,Staff room rent,,Khorlim,44430.13
2024,June,01-06-2024,Operating Cost,Staff electricity,,Khorlim,18783.93
2024,June,01-06-2024,Operating Cost,Commission,,Khorlim,456352.06
2024,June,01-06-2024,Operating Cost,Admin expenses,,Khorlim,723968.3
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Khorlim,45263.61
2024,June,01-06-2024,Operating Cost,Advertisement,,Khorlim,56489.43
2024,June,01-06-2024,Revenue,Sales,AC,Panaji,1186298.88
2024,June,01-06-2024,Revenue,Sales,Non AC,Panaji,2669172.49
2024,June,01-06-2024,Revenue,Sales,Swiggy,Panaji,889724.16
2024,June,01-06-2024,Revenue,Sales,Zomato,Panaji,889724.16
2024,June,01-06-2024,Revenue,Sales,Takeaway,Panaji,296574.72
2024,June,01-06-2024,Food Cost,Bakery,,Panaji,93660.14
2024,June,01-06-2024,Food Cost,Beverages,,Panaji,140231.53
2024,June,01-06-2024,Food Cost,Fruits,,Panaji,184098.27
2024,June,01-06-2024,Food Cost,Groceries,,Panaji,672761.15
2024,June,01-06-2024,Food Cost,Milk products,,Panaji,285033.81
2024,June,01-06-2024,Food Cost,Spices,,Panaji,234101.63
2024,June,01-06-2024,Food Cost,Vegetables,,Panaji,320313.29
2024,June,01-06-2024,Food Cost,Ready to eat,,Panaji,141860.53
2024,June,01-06-2024,Operating Cost,Salaries,,Panaji,565381.56
2024,June,01-06-2024,Operating Cost,Rent,,Panaji,354742.79
2024,June,01-06-2024,Operating Cost,Water,,Panaji,59314.94
2024,June,01-06-2024,Operating Cost,Electricity,,Panaji,118629.89
2024,June,01-06-2024,Operating Cost,Staff room rent,,Panaji,49216.75
2024,June,01-06-2024,Operating Cost,Staff electricity,,Panaji,21875.62
2024,June,01-06-2024,Operating Cost,Commission,,Panaji,488801.12
2024,June,01-06-2024,Operating Cost,Admin expenses,,Panaji,878785.86
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Panaji,49601.33
2024,June,01-06-2024,Operating Cost,Advertisement,,Panaji,59314.94
2024,June,01-06-2024,Revenue,Sales,AC,Porvorim,889070.43
2024,June,01-06-2024,Revenue,Sales,Non AC,Porvorim,2000408.47
2024,June,01-06-2024,Revenue,Sales,Swiggy,Porvorim,666802.82
2024,June,01-06-2024,Revenue,Sales,Zomato,Porvorim,666802.82
2024,June,01-06-2024,Revenue,Sales,Takeaway,Porvorim,222267.61
2024,June,01-06-2024,Food Cost,Bakery,,Porvorim,69411.65
2024,June,01-06-2024,Food Cost,Beverages,,Porvorim,101053.05
2024,June,01-06-2024,Food Cost,Fruits,,Porvorim,138924.28
2024,June,01-06-2024,Food Cost,Groceries,,Porvorim,458780.4
2024,June,01-06-2024,Food Cost,Milk products,,Porvorim,185412.81
2024,June,01-06-2024,Food Cost,Spices,,Porvorim,151948.57
2024,June,01-06-2024,Food Cost,Vegetables,,Porvorim,255931.5
2024,June,01-06-2024,Food Cost,Ready to eat,,Porvorim,108865.89
2024,June,01-06-2024,Operating Cost,Salaries,,Porvorim,407561.24
2024,June,01-06-2024,Operating Cost,Rent,,Porvorim,212763.79
2024,June,01-06-2024,Operating Cost,Water,,Porvorim,44453.52
2024,June,01-06-2024,Operating Cost,Electricity,,Porvorim,88907.04
2024,June,01-06-2024,Operating Cost,Staff room rent,,Porvorim,36934.62
2024,June,01-06-2024,Operating Cost,Staff electricity,,Porvorim,16014.16
2024,June,01-06-2024,Operating Cost,Commission,,Porvorim,370121.72
2024,June,01-06-2024,Operating Cost,Admin expenses,,Porvorim,564623.67
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Porvorim,35773.6
2024,June,01-06-2024,Operating Cost,Advertisement,,Porvorim,44453.52
2024,June,01-06-2024,Revenue,Sales,AC,Siolim,1189876.24
2024,June,01-06-2024,Revenue,Sales,Non AC,Siolim,2677221.54
2024,June,01-06-2024,Revenue,Sales,Swiggy,Siolim,892407.18
2024,June,01-06-2024,Revenue,Sales,Zomato,Siolim,892407.18
2024,June,01-06-2024,Revenue,Sales,Takeaway,Siolim,297469.06
2024,June,01-06-2024,Food Cost,Bakery,,Siolim,90852.52
2024,June,01-06-2024,Food Cost,Beverages,,Siolim,125873.3
2024,June,01-06-2024,Food Cost,Fruits,,Siolim,193980.93
2024,June,01-06-2024,Food Cost,Groceries,,Siolim,705175.85
2024,June,01-06-2024,Food Cost,Milk products,,Siolim,262940.48
2024,June,01-06-2024,Food Cost,Spices,,Siolim,181493.16
2024,June,01-06-2024,Food Cost,Vegetables,,Siolim,299812.63
2024,June,01-06-2024,Food Cost,Ready to eat,,Siolim,136060.86
2024,June,01-06-2024,Operating Cost,Salaries,,Siolim,582193.96
2024,June,01-06-2024,Operating Cost,Rent,,Siolim,241384.53
2024,June,01-06-2024,Operating Cost,Water,,Siolim,59493.81
2024,June,01-06-2024,Operating Cost,Electricity,,Siolim,118987.62
2024,June,01-06-2024,Operating Cost,Staff room rent,,Siolim,53168.79
2024,June,01-06-2024,Operating Cost,Staff electricity,,Siolim,19671.23
2024,June,01-06-2024,Operating Cost,Commission,,Siolim,480740.7
2024,June,01-06-2024,Operating Cost,Admin expenses,,Siolim,818935.69
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Siolim,52327
2024,June,01-06-2024,Operating Cost,Advertisement,,Siolim,59493.81
2024,June,01-06-2024,Revenue,Sales,AC,Margao,1017679.47
2024,June,01-06-2024,Revenue,Sales,Non AC,Margao,2289778.8
2024,June,01-06-2024,Revenue,Sales,Swiggy,Margao,763259.6
2024,June,01-06-2024,Revenue,Sales,Zomato,Margao,763259.6
2024,June,01-06-2024,Revenue,Sales,Takeaway,Margao,254419.87
2024,June,01-06-2024,Food Cost,Bakery,,Margao,79127.01
2024,June,01-06-2024,Food Cost,Beverages,,Margao,119817.48
2024,June,01-06-2024,Food Cost,Fruits,,Margao,156796.3
2024,June,01-06-2024,Food Cost,Groceries,,Margao,600862.72
2024,June,01-06-2024,Food Cost,Milk products,,Margao,222603.24
2024,June,01-06-2024,Food Cost,Spices,,Margao,180631.42
2024,June,01-06-2024,Food Cost,Vegetables,,Margao,256993.23
2024,June,01-06-2024,Food Cost,Ready to eat,,Margao,112609.32
2024,June,01-06-2024,Operating Cost,Salaries,,Margao,542663.69
2024,June,01-06-2024,Operating Cost,Rent,,Margao,285525.12
2024,June,01-06-2024,Operating Cost,Water,,Margao,50883.97
2024,June,01-06-2024,Operating Cost,Electricity,,Margao,101767.95
2024,June,01-06-2024,Operating Cost,Staff room rent,,Margao,46235.86
2024,June,01-06-2024,Operating Cost,Staff electricity,,Margao,19999.43
2024,June,01-06-2024,Operating Cost,Commission,,Margao,416776.47
2024,June,01-06-2024,Operating Cost,Admin expenses,,Margao,679309.99
2024,June,01-06-2024,Operating Cost,Repairs and maintenance,,Margao,44141.38
2024,June,01-06-2024,Operating Cost,Advertisement,,Margao,50883.97
2024,July,01-07-2024,Revenue,Sales,AC,Baga,833409.97
2024,July,01-07-2024,Revenue,Sales,Non AC,Baga,1875172.42
2024,July,01-07-2024,Revenue,Sales,Swiggy,Baga,625057.47
2024,July,01-07-2024,Revenue,Sales,Zomato,Baga,625057.47
2024,July,01-07-2024,Revenue,Sales,Takeaway,Baga,208352.49
2024,July,01-07-2024,Food Cost,Bakery,,Baga,64265.29
2024,July,01-07-2024,Food Cost,Beverages,,Baga,99018.86
2024,July,01-07-2024,Food Cost,Fruits,,Baga,125652.73
2024,July,01-07-2024,Food Cost,Groceries,,Baga,457753.37
2024,July,01-07-2024,Food Cost,Milk products,,Baga,185104.81
2024,July,01-07-2024,Food Cost,Spices,,Baga,138946.16
2024,July,01-07-2024,Food Cost,Vegetables,,Baga,224794.52
2024,July,01-07-2024,Food Cost,Ready to eat,,Baga,94382.44
2024,July,01-07-2024,Operating Cost,Salaries,,Baga,388483
