Year,Month,Location,Item,Category,UOM,Price,Opening Stock (Qty),Purchases (Qty),Consumption (Qty),Ideal Closing Stock,Actual Closing Stock,Ideal Closing stock Value,Actual Closing stock Value,Variance
2024,October,Panaji,Juice,Beverages,Liters,178.73,49,79,93,35,35,6255.55,6255.55,0
2024,November,Panaji,Juice,Beverages,Liters,182.46,35,41,58,18,18,3284.28,3284.28,0
2024,December,Panaji,Juice,Beverages,Liters,168.73,18,54,71,1,1,168.73,168.73,0
2022,January,Khorlim,Juice,Beverages,Liters,169.39,98,56,124,30,29,5081.7,4912.31,-169.39
2022,February,Khorlim,Juice,Beverages,Liters,170.42,29,38,40,27,26,4601.34,4430.92,-170.42
2022,March,Khorlim,Juice,Beverages,Liters,182.07,26,94,111,9,9,1638.63,1638.63,0
2022,April,Khorlim,Juice,Beverages,Liters,174.5,9,43,45,7,7,1221.5,1221.5,0
2022,May,Khorlim,Juice,Beverages,Liters,169.66,7,35,36,6,6,1017.96,1017.96,0
2022,June,Khorlim,Juice,Beverages,Liters,180.22,6,52,38,20,18,3604.4,3243.96,-360.44
2022,July,Khorlim,Juice,Beverages,Liters,177.64,18,31,29,20,22,3552.8,3908.08,355.28
2022,August,Khorlim,Juice,Beverages,Liters,176.25,22,56,63,15,13,2643.75,2291.25,-352.5
2022,September,Khorlim,Juice,Beverages,Liters,181.54,13,72,49,36,35,6535.44,6353.9,-181.54
2022,October,Khorlim,Juice,Beverages,Liters,182.26,35,49,42,42,43,7654.92,7837.18,182.26
2022,November,Khorlim,Juice,Beverages,Liters,178.21,43,97,117,23,25,4098.83,4455.25,356.42
2022,December,Khorlim,Juice,Beverages,Liters,176.73,25,64,39,50,52,8836.5,9189.96,353.46
2023,January,Khorlim,Juice,Beverages,Liters,174.1,52,70,48,74,76,12883.4,13231.6,348.2
2023,February,Khorlim,Juice,Beverages,Liters,173.45,76,42,26,92,91,15957.4,15783.95,-173.45
2023,March,Khorlim,Juice,Beverages,Liters,179.5,91,39,75,55,54,9872.5,9693,-179.5
2023,April,Khorlim,Juice,Beverages,Liters,168.7,54,82,101,35,34,5904.5,5735.8,-168.7
2023,May,Khorlim,Juice,Beverages,Liters,170.98,34,30,34,30,29,5129.4,4958.42,-170.98
2023,June,Khorlim,Juice,Beverages,Liters,179.57,29,54,51,32,34,5746.24,6105.38,359.14
2023,July,Khorlim,Juice,Beverages,Liters,171.55,34,32,41,25,26,4288.75,4460.3,171.55
2023,August,Khorlim,Juice,Beverages,Liters,182.92,26,70,81,15,15,2743.8,2743.8,0
2023,September,Khorlim,Juice,Beverages,Liters,173.3,15,62,68,9,9,1559.7,1559.7,0
2023,October,Khorlim,Juice,Beverages,Liters,174.67,9,68,48,29,27,5065.43,4716.09,-349.34
2023,November,Khorlim,Juice,Beverages,Liters,170.78,27,48,20,55,55,9392.9,9392.9,0
2023,December,Khorlim,Juice,Beverages,Liters,181.93,55,89,98,46,44,8368.78,8004.92,-363.86
2024,January,Khorlim,Juice,Beverages,Liters,172.35,44,35,56,23,24,3964.05,4136.4,172.35
2024,February,Khorlim,Juice,Beverages,Liters,177.57,24,76,56,44,45,7813.08,7990.65,177.57
2024,March,Khorlim,Juice,Beverages,Liters,170.17,45,71,67,49,49,8338.33,8338.33,0
2024,April,Khorlim,Juice,Beverages,Liters,175.12,49,91,74,66,66,11557.92,11557.92,0
2024,May,Khorlim,Juice,Beverages,Liters,179.94,66,88,61,93,93,16734.42,16734.42,0
2024,June,Khorlim,Juice,Beverages,Liters,169.23,93,35,38,90,91,15230.7,15399.93,169.23
2024,July,Khorlim,Juice,Beverages,Liters,170.06,91,62,123,30,29,5101.8,4931.74,-170.06
2024,August,Khorlim,Juice,Beverages,Liters,170.03,29,59,84,4,5,680.12,850.15,170.03
2024,September,Khorlim,Juice,Beverages,Liters,167.66,5,46,30,21,20,3520.86,3353.2,-167.66
2024,October,Khorlim,Juice,Beverages,Liters,173.8,20,32,41,11,10,1911.8,1738,-173.8
2024,November,Khorlim,Juice,Beverages,Liters,179.56,10,55,58,7,7,1256.92,1256.92,0
2024,December,Khorlim,Juice,Beverages,Liters,176.58,7,90,74,23,23,4061.34,4061.34,0
2022,January,KTC,Juice,Beverages,Liters,177.87,79,53,88,44,46,7826.28,8182.02,355.74
2022,February,KTC,Juice,Beverages,Liters,180.81,46,80,46,80,80,14464.8,14464.8,0
2022,March,KTC,Juice,Beverages,Liters,180.59,80,62,98,44,46,7945.96,8307.14,361.18
2022,April,KTC,Juice,Beverages,Liters,173.14,46,35,78,3,3,519.42,519.42,0
2022,May,KTC,Juice,Beverages,Liters,178.74,3,66,56,13,14,2323.62,2502.36,178.74
2022,June,KTC,Juice,Beverages,Liters,171.3,14,67,72,9,9,1541.7,1541.7,0
2022,July,KTC,Juice,Beverages,Liters,180.98,9,70,24,55,55,9953.9,9953.9,0
2022,August,KTC,Juice,Beverages,Liters,182.48,55,47,95,7,7,1277.36,1277.36,0
2022,September,KTC,Juice,Beverages,Liters,172.58,7,61,50,18,19,3106.44,3279.02,172.58
2022,October,KTC,Juice,Beverages,Liters,177.14,19,62,24,57,56,10096.98,9919.84,-177.14
2022,November,KTC,Juice,Beverages,Liters,168,56,71,54,73,74,12264,12432,168
2022,December,KTC,Juice,Beverages,Liters,172.33,74,89,143,20,21,3446.6,3618.93,172.33
2023,January,KTC,Juice,Beverages,Liters,178.09,21,97,54,64,65,11397.76,11575.85,178.09
2023,February,KTC,Juice,Beverages,Liters,183.86,65,32,94,3,2,551.58,367.72,-183.86
2023,March,KTC,Juice,Beverages,Liters,172.94,2,77,69,10,12,1729.4,2075.28,345.88
2023,April,KTC,Juice,Beverages,Liters,180.05,12,44,25,31,31,5581.55,5581.55,0
2023,May,KTC,Juice,Beverages,Liters,174.06,31,94,75,50,49,8703,8528.94,-174.06
2023,June,KTC,Juice,Beverages,Liters,177.76,49,33,46,36,36,6399.36,6399.36,0
2023,July,KTC,Juice,Beverages,Liters,180.65,36,61,28,69,69,12464.85,12464.85,0
2023,August,KTC,Juice,Beverages,Liters,175.27,69,96,58,107,105,18753.89,18403.35,-350.54
2023,September,KTC,Juice,Beverages,Liters,178.66,105,82,84,103,103,18401.98,18401.98,0
2023,October,KTC,Juice,Beverages,Liters,173.7,103,47,126,24,22,4168.8,3821.4,-347.4
2023,November,KTC,Juice,Beverages,Liters,182.48,22,40,56,6,6,1094.88,1094.88,0
2023,December,KTC,Juice,Beverages,Liters,175.03,6,44,22,28,28,4900.84,4900.84,0
2024,January,KTC,Juice,Beverages,Liters,166.98,28,63,39,52,50,8682.96,8349,-333.96
2024,February,KTC,Juice,Beverages,Liters,175.74,50,85,70,65,65,11423.1,11423.1,0
2024,March,KTC,Juice,Beverages,Liters,170.41,65,79,49,95,93,16188.95,15848.13,-340.82
2024,April,KTC,Juice,Beverages,Liters,168.01,93,33,82,44,45,7392.44,7560.45,168.01
2024,May,KTC,Juice,Beverages,Liters,181.83,45,83,23,105,103,19092.15,18728.49,-363.66
2024,June,KTC,Juice,Beverages,Liters,167.39,103,52,25,130,130,21760.7,21760.7,0
2024,July,KTC,Juice,Beverages,Liters,173.62,130,34,104,60,59,10417.2,10243.58,-173.62
2024,August,KTC,Juice,Beverages,Liters,173.16,59,95,39,115,116,19913.4,20086.56,173.16
2024,September,KTC,Juice,Beverages,Liters,174.49,116,37,77,76,74,13261.24,12912.26,-348.98
2024,October,KTC,Juice,Beverages,Liters,175.1,74,37,99,12,13,2101.2,2276.3,175.1
2024,November,KTC,Juice,Beverages,Liters,183.21,13,89,81,21,20,3847.41,3664.2,-183.21
2024,December,KTC,Juice,Beverages,Liters,166.83,20,95,112,3,2,500.49,333.66,-166.83
2022,January,Margao,Juice,Beverages,Liters,171,101,38,126,13,14,2223,2394,171
2022,February,Margao,Juice,Beverages,Liters,174.08,14,81,62,33,33,5744.64,5744.64,0
2022,March,Margao,Juice,Beverages,Liters,179.33,33,43,70,6,5,1075.98,896.65,-179.33
2022,April,Margao,Juice,Beverages,Liters,169.68,5,63,38,30,28,5090.4,4751.04,-339.36
2022,May,Margao,Juice,Beverages,Liters,182.75,28,78,88,18,18,3289.5,3289.5,0
2022,June,Margao,Juice,Beverages,Liters,183.53,18,41,20,39,37,7157.67,6790.61,-367.06
2022,July,Margao,Juice,Beverages,Liters,171.84,37,55,26,66,68,11341.44,11685.12,343.68
2022,August,Margao,Juice,Beverages,Liters,172.74,68,85,87,66,67,11400.84,11573.58,172.74
2022,September,Margao,Juice,Beverages,Liters,177.59,67,46,21,92,93,16338.28,16515.87,177.59
2022,October,Margao,Juice,Beverages,Liters,172.53,93,77,24,146,146,25189.38,25189.38,0
2022,November,Margao,Juice,Beverages,Liters,172.63,146,56,21,181,181,31246.03,31246.03,0
2022,December,Margao,Juice,Beverages,Liters,171.94,181,69,236,14,14,2407.16,2407.16,0
2023,January,Margao,Juice,Beverages,Liters,179.5,14,42,39,17,18,3051.5,3231,179.5
2023,February,Margao,Juice,Beverages,Liters,177.57,18,35,23,30,30,5327.1,5327.1,0
2023,March,Margao,Juice,Beverages,Liters,182.12,30,99,98,31,31,5645.72,5645.72,0
2023,April,Margao,Juice,Beverages,Liters,172.82,31,95,76,50,51,8641,8813.82,172.82
2023,May,Margao,Juice,Beverages,Liters,183.24,51,65,72,44,44,8062.56,8062.56,0
2023,June,Margao,Juice,Beverages,Liters,180.36,44,72,64,52,50,9378.72,9018,-360.72
2023,July,Margao,Juice,Beverages,Liters,178.41,50,44,63,31,30,5530.71,5352.3,-178.41
2023,August,Margao,Juice,Beverages,Liters,173.64,30,33,26,37,37,6424.68,6424.68,0
2023,September,Margao,Juice,Beverages,Liters,175.55,37,68,100,5,5,877.75,877.75,0
2023,October,Margao,Juice,Beverages,Liters,168.14,5,56,26,35,35,5884.9,5884.9,0
2023,November,Margao,Juice,Beverages,Liters,174.2,35,61,70,26,27,4529.2,4703.4,174.2
2023,December,Margao,Juice,Beverages,Liters,176.31,27,30,44,13,15,2292.03,2644.65,352.62
2024,January,Margao,Juice,Beverages,Liters,169.48,15,45,34,26,27,4406.48,4575.96,169.48
2024,February,Margao,Juice,Beverages,Liters,177.02,27,39,56,10,12,1770.2,2124.24,354.04
2024,March,Margao,Juice,Beverages,Liters,183.96,12,39,26,25,24,4599,4415.04,-183.96
2024,April,Margao,Juice,Beverages,Liters,172.49,24,74,47,51,49,8796.99,8452.01,-344.98
2024,May,Margao,Juice,Beverages,Liters,172.94,49,34,76,7,7,1210.58,1210.58,0
2024,June,Margao,Juice,Beverages,Liters,175.02,7,52,37,22,21,3850.44,3675.42,-175.02
2024,July,Margao,Juice,Beverages,Liters,178.39,21,37,38,20,20,3567.8,3567.8,0
2024,August,Margao,Juice,Beverages,Liters,175.4,20,79,95,4,2,701.6,350.8,-350.8
2024,September,Margao,Juice,Beverages,Liters,181.29,2,87,46,43,43,7795.47,7795.47,0
2024,October,Margao,Juice,Beverages,Liters,181.7,43,62,65,40,40,7268,7268,0
2024,November,Margao,Juice,Beverages,Liters,182.85,40,98,34,104,105,19016.4,19199.25,182.85
2024,December,Margao,Juice,Beverages,Liters,177.56,105,92,113,84,84,14915.04,14915.04,0
2022,January,Porvorim,Juice,Beverages,Liters,175.22,52,89,77,64,66,11214.08,11564.52,350.44
2022,February,Porvorim,Juice,Beverages,Liters,171.14,66,48,81,33,33,5647.62,5647.62,0
2022,March,Porvorim,Juice,Beverages,Liters,167.86,33,80,45,68,67,11414.48,11246.62,-167.86
2022,April,Porvorim,Juice,Beverages,Liters,171.66,67,47,64,50,52,8583,8926.32,343.32
2022,May,Porvorim,Juice,Beverages,Liters,180.55,52,38,21,69,68,12457.95,12277.4,-180.55
2022,June,Porvorim,Juice,Beverages,Liters,170.3,68,99,103,64,64,10899.2,10899.2,0
2022,July,Porvorim,Juice,Beverages,Liters,179.36,64,60,38,86,88,15424.96,15783.68,358.72
2022,August,Porvorim,Juice,Beverages,Liters,175.89,88,48,108,28,28,4924.92,4924.92,0
2022,September,Porvorim,Juice,Beverages,Liters,174.1,28,33,50,11,11,1915.1,1915.1,0
2022,October,Porvorim,Juice,Beverages,Liters,178.26,11,68,70,9,7,1604.34,1247.82,-356.52
2022,November,Porvorim,Juice,Beverages,Liters,182.45,7,48,52,3,4,547.35,729.8,182.45
2022,December,Porvorim,Juice,Beverages,Liters,178.55,4,64,30,38,38,6784.9,6784.9,0
2023,January,Porvorim,Juice,Beverages,Liters,172.19,38,72,108,2,4,344.38,688.76,344.38
2023,February,Porvorim,Juice,Beverages,Liters,167.19,4,55,37,22,24,3678.18,4012.56,334.38
2023,March,Porvorim,Juice,Beverages,Liters,168.13,24,79,93,10,9,1681.3,1513.17,-168.13
2023,April,Porvorim,Juice,Beverages,Liters,174.55,9,84,77,16,16,2792.8,2792.8,0
2023,May,Porvorim,Juice,Beverages,Liters,176.79,16,75,64,27,26,4773.33,4596.54,-176.79
2023,June,Porvorim,Juice,Beverages,Liters,173.06,26,77,81,22,22,3807.32,3807.32,0
2023,July,Porvorim,Juice,Beverages,Liters,169.75,22,49,43,28,26,4753,4413.5,-339.5
2023,August,Porvorim,Juice,Beverages,Liters,184.14,26,35,30,31,32,5708.34,5892.48,184.14
2023,September,Porvorim,Juice,Beverages,Liters,182.14,32,62,73,21,23,3824.94,4189.22,364.28
2023,October,Porvorim,Juice,Beverages,Liters,170.35,23,39,38,24,22,4088.4,3747.7,-340.7
2023,November,Porvorim,Juice,Beverages,Liters,167.32,22,43,21,44,45,7362.08,7529.4,167.32
2023,December,Porvorim,Juice,Beverages,Liters,174.3,45,49,45,49,49,8540.7,8540.7,0
2024,January,Porvorim,Juice,Beverages,Liters,173.48,49,68,42,75,73,13011,12664.04,-346.96
2024,February,Porvorim,Juice,Beverages,Liters,169.8,73,82,144,11,11,1867.8,1867.8,0
2024,March,Porvorim,Juice,Beverages,Liters,177.81,11,75,46,40,40,7112.4,7112.4,0
2024,April,Porvorim,Juice,Beverages,Liters,174.03,40,76,33,83,85,14444.49,14792.55,348.06
2024,May,Porvorim,Juice,Beverages,Liters,167.8,85,32,25,92,92,15437.6,15437.6,0
2024,June,Porvorim,Juice,Beverages,Liters,173.3,92,37,67,62,64,10744.6,11091.2,346.6
2024,July,Porvorim,Juice,Beverages,Liters,177.96,64,45,66,43,45,7652.28,8008.2,355.92
2024,August,Porvorim,Juice,Beverages,Liters,184.02,45,58,95,8,8,1472.16,1472.16,0
2024,September,Porvorim,Juice,Beverages,Liters,180.01,8,63,25,46,44,8280.46,7920.44,-360.02
2024,October,Porvorim,Juice,Beverages,Liters,182.36,44,38,24,58,59,10576.88,10759.24,182.36
2024,November,Porvorim,Juice,Beverages,Liters,181.94,59,88,75,72,70,13099.68,12735.8,-363.88
2024,December,Porvorim,Juice,Beverages,Liters,168.67,70,64,29,105,103,17710.35,17373.01,-337.34
2022,January,Siolim,Juice,Beverages,Liters,173.43,96,64,81,79,77,13700.97,13354.11,-346.86
2022,February,Siolim,Juice,Beverages,Liters,181.53,77,64,133,8,8,1452.24,1452.24,0
2022,March,Siolim,Juice,Beverages,Liters,181.58,8,39,43,4,4,726.32,726.32,0
2022,April,Siolim,Juice,Beverages,Liters,175.24,4,37,32,9,9,1577.16,1577.16,0
2022,May,Siolim,Juice,Beverages,Liters,172.28,9,88,66,31,31,5340.68,5340.68,0
2022,June,Siolim,Juice,Beverages,Liters,168.23,31,83,55,59,59,9925.57,9925.57,0
2022,July,Siolim,Juice,Beverages,Liters,168.84,59,42,91,10,12,1688.4,2026.08,337.68
2022,August,Siolim,Juice,Beverages,Liters,167.73,12,60,31,41,41,6876.93,6876.93,0
2022,September,Siolim,Juice,Beverages,Liters,175.32,41,42,60,23,24,4032.36,4207.68,175.32
2022,October,Siolim,Juice,Beverages,Liters,183.15,24,87,107,4,5,732.6,915.75,183.15
2022,November,Siolim,Juice,Beverages,Liters,179.37,5,98,83,20,20,3587.4,3587.4,0
2022,December,Siolim,Juice,Beverages,Liters,179.22,20,83,41,62,64,11111.64,11470.08,358.44
2023,January,Siolim,Juice,Beverages,Liters,168.4,64,66,75,55,53,9262,8925.2,-336.8
2023,February,Siolim,Juice,Beverages,Liters,183.76,53,98,141,10,9,1837.6,1653.84,-183.76
2023,March,Siolim,Juice,Beverages,Liters,167.75,9,68,22,55,55,9226.25,9226.25,0
2023,April,Siolim,Juice,Beverages,Liters,179.68,55,67,65,57,56,10241.76,10062.08,-179.68
2023,May,Siolim,Juice,Beverages,Liters,174.71,56,63,45,74,73,12928.54,12753.83,-174.71
2023,June,Siolim,Juice,Beverages,Liters,169,73,36,55,54,55,9126,9295,169
2023,July,Siolim,Juice,Beverages,Liters,179.5,55,98,35,118,118,21181,21181,0
2023,August,Siolim,Juice,Beverages,Liters,168.05,118,51,24,145,145,24367.25,24367.25,0
2023,September,Siolim,Juice,Beverages,Liters,184.12,145,59,93,111,111,20437.32,20437.32,0
2023,October,Siolim,Juice,Beverages,Liters,167.5,111,46,127,30,30,5025,5025,0
2023,November,Siolim,Juice,Beverages,Liters,171.81,30,55,31,54,54,9277.74,9277.74,0
2023,December,Siolim,Juice,Beverages,Liters,178.1,54,41,65,30,28,5343,4986.8,-356.2
2024,January,Siolim,Juice,Beverages,Liters,172.52,28,36,61,3,3,517.56,517.56,0
2024,February,Siolim,Juice,Beverages,Liters,178.07,3,71,71,3,3,534.21,534.21,0
2024,March,Siolim,Juice,Beverages,Liters,167.19,3,39,29,13,14,2173.47,2340.66,167.19
2024,April,Siolim,Juice,Beverages,Liters,183.98,14,70,28,56,56,10302.88,10302.88,0
2024,May,Siolim,Juice,Beverages,Liters,171.24,56,83,112,27,29,4623.48,4965.96,342.48
2024,June,Siolim,Juice,Beverages,Liters,176.62,29,88,32,85,86,15012.7,15189.32,176.62
2024,July,Siolim,Juice,Beverages,Liters,179.62,86,61,59,88,87,15806.56,15626.94,-179.62
2024,August,Siolim,Juice,Beverages,Liters,167.05,87,76,132,31,31,5178.55,5178.55,0
2024,September,Siolim,Juice,Beverages,Liters,183.41,31,64,94,1,1,183.41,183.41,0
2024,October,Siolim,Juice,Beverages,Liters,175.61,1,42,35,8,7,1404.88,1229.27,-175.61
2024,November,Siolim,Juice,Beverages,Liters,175.25,7,71,32,46,48,8061.5,8412,350.5
2024,December,Siolim,Juice,Beverages,Liters,167.63,48,52,62,38,39,6369.94,6537.57,167.63
2022,January,Baga,Mineral Water,Beverages,Pcs,175.59,77,55,113,19,19,3336.21,3336.21,0
2022,February,Baga,Mineral Water,Beverages,Pcs,165.64,19,58,21,56,56,9275.84,9275.84,0
2022,March,Baga,Mineral Water,Beverages,Pcs,176.07,56,67,31,92,92,16198.44,16198.44,0
2022,April,Baga,Mineral Water,Beverages,Pcs,165.42,92,69,120,41,39,6782.22,6451.38,-330.84
2022,May,Baga,Mineral Water,Beverages,Pcs,159.99,39,91,88,42,43,6719.58,6879.57,159.99
2022,June,Baga,Mineral Water,Beverages,Pcs,160.51,43,75,91,27,27,4333.77,4333.77,0
2022,July,Baga,Mineral Water,Beverages,Pcs,169.87,27,79,21,85,86,14438.95,14608.82,169.87
2022,August,Baga,Mineral Water,Beverages,Pcs,166.65,86,72,157,1,1,166.65,166.65,0
2022,September,Baga,Mineral Water,Beverages,Pcs,161.67,1,57,50,8,7,1293.36,1131.69,-161.67
2022,October,Baga,Mineral Water,Beverages,Pcs,168.61,7,43,47,3,1,505.83,168.61,-337.22
2022,November,Baga,Mineral Water,Beverages,Pcs,167.45,1,72,36,37,38,6195.65,6363.1,167.45
2022,December,Baga,Mineral Water,Beverages,Pcs,163.87,38,75,68,45,45,7374.15,7374.15,0
2023,January,Baga,Mineral Water,Beverages,Pcs,165.61,45,32,55,22,23,3643.42,3809.03,165.61
2023,February,Baga,Mineral Water,Beverages,Pcs,173.88,23,51,41,33,33,5738.04,5738.04,0
2023,March,Baga,Mineral Water,Beverages,Pcs,165.53,33,79,95,17,18,2814.01,2979.54,165.53
2023,April,Baga,Mineral Water,Beverages,Pcs,174.43,18,64,28,54,54,9419.22,9419.22,0
2023,May,Baga,Mineral Water,Beverages,Pcs,174.24,54,88,61,81,81,14113.44,14113.44,0
2023,June,Baga,Mineral Water,Beverages,Pcs,175.31,81,33,71,43,43,7538.33,7538.33,0
2023,July,Baga,Mineral Water,Beverages,Pcs,168.96,43,52,93,2,3,337.92,506.88,168.96
2023,August,Baga,Mineral Water,Beverages,Pcs,162.95,3,98,79,22,22,3584.9,3584.9,0
2023,September,Baga,Mineral Water,Beverages,Pcs,173.54,22,52,56,18,17,3123.72,2950.18,-173.54
2023,October,Baga,Mineral Water,Beverages,Pcs,173.59,17,70,57,30,32,5207.7,5554.88,347.18
2023,November,Baga,Mineral Water,Beverages,Pcs,162.72,32,41,49,24,25,3905.28,4068,162.72
2023,December,Baga,Mineral Water,Beverages,Pcs,160.64,25,93,112,6,8,963.84,1285.12,321.28
2024,January,Baga,Mineral Water,Beverages,Pcs,162.98,8,91,36,63,63,10267.74,10267.74,0
2024,February,Baga,Mineral Water,Beverages,Pcs,176.17,63,55,111,7,7,1233.19,1233.19,0
2024,March,Baga,Mineral Water,Beverages,Pcs,166.12,7,47,51,3,3,498.36,498.36,0
2024,April,Baga,Mineral Water,Beverages,Pcs,170.16,3,44,38,9,9,1531.44,1531.44,0
2024,May,Baga,Mineral Water,Beverages,Pcs,176.13,9,32,40,1,1,176.13,176.13,0
2024,June,Baga,Mineral Water,Beverages,Pcs,163.31,1,77,22,56,57,9145.36,9308.67,163.31
2024,July,Baga,Mineral Water,Beverages,Pcs,160.24,57,31,52,36,36,5768.64,5768.64,0
2024,August,Baga,Mineral Water,Beverages,Pcs,161.32,36,79,104,11,12,1774.52,1935.84,161.32
2024,September,Baga,Mineral Water,Beverages,Pcs,175.93,12,35,20,27,25,4750.11,4398.25,-351.86
2024,October,Baga,Mineral Water,Beverages,Pcs,162.74,25,58,81,2,2,325.48,325.48,0
2024,November,Baga,Mineral Water,Beverages,Pcs,162.28,2,51,27,26,26,4219.28,4219.28,0
2024,December,Baga,Mineral Water,Beverages,Pcs,167.35,26,97,59,64,64,10710.4,10710.4,0
2022,January,Panaji,Mineral Water,Beverages,Pcs,165.8,73,42,69,46,46,7626.8,7626.8,0
2022,February,Panaji,Mineral Water,Beverages,Pcs,167.92,46,92,84,54,54,9067.68,9067.68,0
2022,March,Panaji,Mineral Water,Beverages,Pcs,168.34,54,40,61,33,33,5555.22,5555.22,0
2022,April,Panaji,Mineral Water,Beverages,Pcs,164.78,33,67,89,11,9,1812.58,1483.02,-329.56
2022,May,Panaji,Mineral Water,Beverages,Pcs,171.23,9,63,45,27,29,4623.21,4965.67,342.46
2022,June,Panaji,Mineral Water,Beverages,Pcs,170.85,29,56,58,27,27,4612.95,4612.95,0
2022,July,Panaji,Mineral Water,Beverages,Pcs,168.84,27,85,82,30,30,5065.2,5065.2,0
2022,August,Panaji,Mineral Water,Beverages,Pcs,170.66,30,55,39,46,46,7850.36,7850.36,0
2022,September,Panaji,Mineral Water,Beverages,Pcs,162.6,46,98,87,57,57,9268.2,9268.2,0
2022,October,Panaji,Mineral Water,Beverages,Pcs,162.47,57,45,28,74,72,12022.78,11697.84,-324.94
2022,November,Panaji,Mineral Water,Beverages,Pcs,176.71,72,37,84,25,27,4417.75,4771.17,353.42
2022,December,Panaji,Mineral Water,Beverages,Pcs,170.56,27,98,101,24,24,4093.44,4093.44,0
2023,January,Panaji,Mineral Water,Beverages,Pcs,160.01,24,53,38,39,39,6240.39,6240.39,0
2023,February,Panaji,Mineral Water,Beverages,Pcs,165.63,39,68,50,57,55,9440.91,9109.65,-331.26
2023,March,Panaji,Mineral Water,Beverages,Pcs,160.31,55,95,61,89,89,14267.59,14267.59,0
2023,April,Panaji,Mineral Water,Beverages,Pcs,161.42,89,66,94,61,60,9846.62,9685.2,-161.42
2023,May,Panaji,Mineral Water,Beverages,Pcs,172.59,60,49,85,24,26,4142.16,4487.34,345.18
2023,June,Panaji,Mineral Water,Beverages,Pcs,166.75,26,84,76,34,33,5669.5,5502.75,-166.75
2023,July,Panaji,Mineral Water,Beverages,Pcs,160.4,33,59,87,5,5,802,802,0
2023,August,Panaji,Mineral Water,Beverages,Pcs,174.97,5,72,73,4,2,699.88,349.94,-349.94
2023,September,Panaji,Mineral Water,Beverages,Pcs,170.52,2,93,25,70,72,11936.4,12277.44,341.04
2023,October,Panaji,Mineral Water,Beverages,Pcs,167.49,72,58,22,108,106,18088.92,17753.94,-334.98
2023,November,Panaji,Mineral Water,Beverages,Pcs,164.58,106,49,77,78,78,12837.24,12837.24,0
2023,December,Panaji,Mineral Water,Beverages,Pcs,175.97,78,33,61,50,51,8798.5,8974.47,175.97
2024,January,Panaji,Mineral Water,Beverages,Pcs,167.72,51,47,84,14,12,2348.08,2012.64,-335.44
2024,February,Panaji,Mineral Water,Beverages,Pcs,166.26,12,40,44,8,8,1330.08,1330.08,0
2024,March,Panaji,Mineral Water,Beverages,Pcs,170.88,8,37,29,16,16,2734.08,2734.08,0
2024,April,Panaji,Mineral Water,Beverages,Pcs,174,16,71,37,50,48,8700,8352,-348
2024,May,Panaji,Mineral Water,Beverages,Pcs,176.52,48,59,69,38,37,6707.76,6531.24,-176.52
2024,June,Panaji,Mineral Water,Beverages,Pcs,174.54,37,60,65,32,33,5585.28,5759.82,174.54
2024,July,Panaji,Mineral Water,Beverages,Pcs,174.48,33,34,29,38,39,6630.24,6804.72,174.48
2024,August,Panaji,Mineral Water,Beverages,Pcs,171.99,39,36,66,9,9,1547.91,1547.91,0
2024,September,Panaji,Mineral Water,Beverages,Pcs,176.78,9,56,48,17,16,3005.26,2828.48,-176.78
2024,October,Panaji,Mineral Water,Beverages,Pcs,174.69,16,40,41,15,14,2620.35,2445.66,-174.69
2024,November,Panaji,Mineral Water,Beverages,Pcs,175.24,14,69,21,62,64,10864.88,11215.36,350.48
2024,December,Panaji,Mineral Water,Beverages,Pcs,164.1,64,45,23,86,84,14112.6,13784.4,-328.2
2022,January,Khorlim,Mineral Water,Beverages,Pcs,168.77,87,84,33,138,138,23290.26,23290.26,0
2022,February,Khorlim,Mineral Water,Beverages,Pcs,172.57,138,63,168,33,35,5694.81,6039.95,345.14
2022,March,Khorlim,Mineral Water,Beverages,Pcs,164.79,35,92,61,66,64,10876.14,10546.56,-329.58
2022,April,Khorlim,Mineral Water,Beverages,Pcs,170.81,64,39,40,63,61,10761.03,10419.41,-341.62
2022,May,Khorlim,Mineral Water,Beverages,Pcs,168.74,61,79,46,94,94,15861.56,15861.56,0
2022,June,Khorlim,Mineral Water,Beverages,Pcs,165.95,94,59,37,116,118,19250.2,19582.1,331.9
2022,July,Khorlim,Mineral Water,Beverages,Pcs,166.97,118,59,138,39,40,6511.83,6678.8,166.97
2022,August,Khorlim,Mineral Water,Beverages,Pcs,162.41,40,68,36,72,72,11693.52,11693.52,0
2022,September,Khorlim,Mineral Water,Beverages,Pcs,163.41,72,81,98,55,55,8987.55,8987.55,0
2022,October,Khorlim,Mineral Water,Beverages,Pcs,163.6,55,36,87,4,4,654.4,654.4,0
2022,November,Khorlim,Mineral Water,Beverages,Pcs,175.66,4,75,54,25,25,4391.5,4391.5,0
2022,December,Khorlim,Mineral Water,Beverages,Pcs,168.91,25,63,27,61,60,10303.51,10134.6,-168.91
2023,January,Khorlim,Mineral Water,Beverages,Pcs,172.49,60,86,112,34,34,5864.66,5864.66,0
2023,February,Khorlim,Mineral Water,Beverages,Pcs,165.38,34,95,39,90,91,14884.2,15049.58,165.38
2023,March,Khorlim,Mineral Water,Beverages,Pcs,173.23,91,84,25,150,150,25984.5,25984.5,0
2023,April,Khorlim,Mineral Water,Beverages,Pcs,166.47,150,34,156,28,28,4661.16,4661.16,0
